hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,adults,children,babies,country,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,Room Status,Guest Type
Resort Hotel,1,2016,March,11,1,0,0,PRT,A,A,0,No Deposit,375,,0,Transient-Party,25,0,0,Canceled,3/2/2016,Harold Harrison,Desired Room,Family
Resort Hotel,1,2016,March,11,1,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,43,0,0,Canceled,2/29/2016,James Rodgers,Desired Room,Family
Resort Hotel,1,2016,March,11,1,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,43,0,0,Canceled,2/29/2016,Timothy Caldwell,Desired Room,Family
Resort Hotel,1,2016,March,11,1,0,0,PRT,A,A,0,No Deposit,250,,0,Transient,40,0,0,Canceled,3/4/2016,Shannon Weiss,Desired Room,Family
Resort Hotel,1,2016,March,11,2,2,0,PRT,G,G,0,No Deposit,240,,0,Transient,93,0,0,Canceled,2/29/2016,Jacob Pearson,Desired Room,Family
Resort Hotel,1,2016,March,11,2,0,0,PRT,D,D,0,No Deposit,250,,0,Transient,39.1,0,1,No-Show,3/11/2016,Michael Rogers,Desired Room,Couples
Resort Hotel,1,2016,March,11,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,48,0,1,Canceled,1/26/2016,Matthew Bean,Desired Room,Couples
Resort Hotel,1,2016,March,12,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,48,0,0,Canceled,3/4/2016,Faith Henson,Desired Room,Couples
Resort Hotel,1,2016,March,12,1,0,0,PRT,A,A,0,Non Refund,375,,0,Transient-Party,25,0,0,Canceled,3/2/2016,Anthony Hernandez,Desired Room,Family
Resort Hotel,1,2016,March,12,1,0,0,PRT,A,A,0,Non Refund,375,,0,Transient-Party,25,0,0,Canceled,3/2/2016,Shelby Chavez,Desired Room,Family
Resort Hotel,1,2016,March,12,1,0,0,PRT,A,A,0,Non Refund,375,,0,Transient-Party,25,0,0,Canceled,3/2/2016,Anna Sanchez MD,Desired Room,Family
Resort Hotel,1,2016,March,12,1,0,0,PRT,A,A,1,No Deposit,177,,0,Contract,34.2,0,0,Canceled,1/29/2016,Patricia Wright,Desired Room,Family
Resort Hotel,1,2016,March,12,1,0,0,PRT,A,A,1,No Deposit,177,,0,Contract,34.2,0,0,Canceled,1/29/2016,Robert Bond,Desired Room,Family
Resort Hotel,1,2016,March,12,2,0,0,PRT,A,A,1,No Deposit,177,,0,Contract,49.5,0,0,Canceled,1/29/2016,Michael Adams,Desired Room,Couples
Resort Hotel,1,2016,March,12,1,0,0,PRT,A,A,1,No Deposit,177,,0,Contract,34.2,0,0,Canceled,1/29/2016,James Mckinney,Desired Room,Family
Resort Hotel,1,2016,March,12,2,0,0,PRT,A,A,0,No Deposit,2,,0,Contract,29,0,0,Canceled,2/23/2016,William Curtis,Desired Room,Couples
Resort Hotel,1,2016,March,13,2,0,0,PRT,A,A,2,No Deposit,240,,0,Transient,56,0,1,Canceled,2/29/2016,Timothy Jacobs,Desired Room,Couples
Resort Hotel,1,2016,March,13,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,40.5,0,1,Canceled,2/25/2016,Corey Sims,Desired Room,Couples
Resort Hotel,1,2016,March,13,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,40.5,0,1,Canceled,2/25/2016,Brittany Summers,Desired Room,Couples
Resort Hotel,1,2016,March,13,2,0,0,PRT,D,D,0,No Deposit,242,,0,Transient,46.4,0,1,Canceled,3/8/2016,Anna Lawrence,Desired Room,Couples
Resort Hotel,1,2016,March,14,1,0,0,PRT,A,A,0,No Deposit,,218,0,Transient,40,0,0,Canceled,3/14/2016,Michael Oconnor,Desired Room,Family
Resort Hotel,1,2016,March,14,2,0,0,PRT,A,A,1,No Deposit,240,,0,Transient,56,0,1,Canceled,2/29/2016,Karen Santos,Desired Room,Couples
Resort Hotel,1,2016,March,14,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,59.4,0,0,Canceled,1/5/2016,Marc Barrett DDS,Desired Room,Couples
Resort Hotel,1,2016,March,14,1,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,43,0,1,Canceled,3/3/2016,Richard Glenn,Desired Room,Family
Resort Hotel,1,2016,March,14,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,68,0,1,Canceled,3/3/2016,Christina Whitaker,Desired Room,Couples
Resort Hotel,1,2016,March,14,2,0,0,PRT,A,A,0,No Deposit,,,0,Transient,72,0,0,Canceled,10/21/2015,Ellen Mitchell,Desired Room,Couples
Resort Hotel,1,2016,March,14,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,65.31,0,0,Canceled,2/22/2016,Brooke Garrett,Desired Room,Couples
Resort Hotel,1,2016,March,15,2,0,0,ESP,A,A,0,No Deposit,250,,0,Transient,45,0,0,Canceled,3/15/2016,Kelly Olsen,Desired Room,Couples
Resort Hotel,1,2016,March,15,2,0,0,PRT,A,A,2,No Deposit,240,,0,Transient,56,0,1,Canceled,2/29/2016,Stephanie Kelley,Desired Room,Couples
Resort Hotel,1,2016,March,15,2,0,0,PRT,E,E,0,No Deposit,177,,0,Transient,45,0,0,Canceled,3/5/2016,Mr. Arthur Johnson,Desired Room,Couples
Resort Hotel,1,2016,March,16,1,0,0,PRT,A,A,0,No Deposit,,113,0,Transient,30,0,0,Canceled,3/16/2016,Austin Leblanc,Desired Room,Family
Resort Hotel,1,2016,March,16,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,74,0,0,Canceled,3/7/2016,Tracy Boyd,Desired Room,Couples
Resort Hotel,1,2016,March,16,2,0,0,PRT,E,E,0,No Deposit,177,,0,Transient,45,0,0,Canceled,3/7/2016,Michael Hill,Desired Room,Couples
Resort Hotel,1,2016,March,17,1,0,0,PRT,A,D,0,No Deposit,126,,0,Transient-Party,36,0,0,Canceled,3/15/2016,Amy Perez,Un-Desired Room,Family
Resort Hotel,1,2016,March,17,1,0,0,PRT,A,A,0,No Deposit,,31,0,Transient,30,0,0,Canceled,3/16/2016,Deborah Suarez,Desired Room,Family
Resort Hotel,1,2016,March,17,1,0,0,PRT,A,A,0,No Deposit,66,,0,Transient-Party,26,0,0,Canceled,2/17/2016,Douglas Lynn,Desired Room,Family
Resort Hotel,1,2016,March,17,2,0,0,PRT,A,A,1,No Deposit,240,,0,Transient,80,0,0,Canceled,2/24/2016,David Lester,Desired Room,Couples
Resort Hotel,1,2016,March,17,1,0,0,PRT,A,A,0,No Deposit,241,,0,Transient,31.45,0,1,Canceled,2/27/2016,Michael Hood,Desired Room,Family
Resort Hotel,1,2016,March,17,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,48,0,0,Canceled,1/26/2016,Gloria Gray,Desired Room,Couples
Resort Hotel,1,2016,March,17,2,0,0,PRT,D,D,0,No Deposit,240,,0,Transient,60.64,0,0,Canceled,3/16/2016,Sergio Anderson,Desired Room,Couples
Resort Hotel,1,2016,March,18,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,48,0,0,Canceled,3/14/2016,Steven Snyder,Desired Room,Couples
Resort Hotel,1,2016,March,18,2,2,0,PRT,G,G,0,No Deposit,240,,0,Transient,93,0,0,Canceled,3/9/2016,Victor Williams,Desired Room,Family
Resort Hotel,1,2016,March,18,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,56,0,1,Canceled,3/4/2016,Matthew Williams,Desired Room,Couples
Resort Hotel,1,2016,March,18,2,0,0,PRT,A,A,1,No Deposit,,,0,Transient,0,0,0,Canceled,3/15/2016,Jonathan Hampton,Desired Room,Couples
Resort Hotel,1,2016,March,18,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,56,0,0,Canceled,1/20/2016,Elizabeth Stanley,Desired Room,Couples
Resort Hotel,1,2016,March,18,2,0,0,PRT,A,A,0,No Deposit,,,0,Transient,0,0,0,Canceled,3/11/2016,Luis Vargas,Desired Room,Couples
Resort Hotel,1,2016,March,18,2,2,0,PRT,G,G,0,No Deposit,240,,0,Transient,93,0,0,Canceled,2/15/2016,Cynthia Cowan,Desired Room,Family
Resort Hotel,1,2016,March,18,1,0,0,PRT,A,A,0,No Deposit,196,,0,Transient,38,0,0,Canceled,3/12/2016,Amy Murray,Desired Room,Family
Resort Hotel,1,2016,March,18,2,2,0,PRT,G,G,0,No Deposit,240,,0,Transient,102.33,0,0,Canceled,12/29/2015,David Thompson,Desired Room,Family
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,196,,0,Transient,30,0,0,Canceled,3/4/2016,Sarah Gross,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,48,0,1,Canceled,3/1/2016,Jacob Brown,Desired Room,Couples
Resort Hotel,1,2016,March,19,1,0,0,PRT,A,A,0,No Deposit,250,,0,Transient,53,0,0,No-Show,3/19/2016,Duane Morales,Desired Room,Family
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,177,,0,Transient,29,0,0,Canceled,3/5/2016,Kenneth Campbell,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,1,No Deposit,240,,0,Transient,80,0,1,Canceled,3/1/2016,Nicholas Edwards,Desired Room,Couples
Resort Hotel,1,2016,March,19,3,1,0,PRT,C,G,0,No Deposit,,,0,Transient,20,0,0,Canceled,3/14/2016,James Wilson,Un-Desired Room,Family
Resort Hotel,1,2016,March,19,2,2,0,PRT,C,C,0,No Deposit,314,,0,Transient,65.65,0,0,Canceled,2/4/2016,Sharon Huffman,Desired Room,Family
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,339,,0,Transient,55,0,0,Canceled,2/23/2016,Amanda Harris,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,339,,0,Transient,55,0,0,Canceled,2/23/2016,Anthony Parsons,Desired Room,Couples
Resort Hotel,1,2016,March,19,1,0,0,PRT,A,A,0,No Deposit,171,,0,Transient,25,0,0,Canceled,1/19/2016,Melissa Atkins,Desired Room,Family
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,339,,0,Transient,55,0,0,Canceled,2/23/2016,Ashley Thomas,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,339,,0,Transient,55,0,0,Canceled,2/23/2016,Kevin Lopez,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,59.4,0,3,Canceled,2/1/2016,Jennifer Watson,Desired Room,Couples
Resort Hotel,1,2016,March,19,1,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,43,0,2,Canceled,2/18/2016,Andrew Mcguire,Desired Room,Family
Resort Hotel,1,2016,March,19,2,2,0,PRT,G,G,0,No Deposit,240,,0,Transient,77.4,0,3,Canceled,9/4/2015,Laura Perkins,Desired Room,Family
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,60,0,0,Canceled,3/4/2016,Courtney Baker,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,1,0,PRT,A,A,0,No Deposit,196,,0,Transient,30,0,0,Canceled,3/18/2016,Michael Stone,Desired Room,Family
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,37.54,0,1,Canceled,9/1/2015,Madeline Johnson,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,39,0,1,Canceled,2/29/2016,Gary Gardner,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,43.33,0,2,Canceled,2/17/2016,Alex Williams,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,37.54,0,1,Canceled,2/13/2016,Randy Bryant,Desired Room,Couples
Resort Hotel,1,2016,March,19,1,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,37.8,0,0,Canceled,2/13/2016,Erik Casey,Desired Room,Family
Resort Hotel,1,2016,March,19,1,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,32.01,0,0,Canceled,2/15/2016,Jennifer Foley,Desired Room,Family
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,43.33,0,1,Canceled,2/13/2016,Zachary Gutierrez,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,1,No Deposit,240,,0,Transient,37.54,0,0,Canceled,2/22/2016,Brittany Roberson,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,D,D,0,No Deposit,240,,0,Transient,62.86,0,2,Canceled,2/15/2016,Kelly Miller DVM,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,43.33,0,2,Canceled,2/17/2016,Courtney Silva,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,D,D,1,No Deposit,242,,0,Transient,82.73,0,1,Canceled,1/15/2016,John Morris,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,80,0,1,Canceled,2/25/2016,Maria Jones,Desired Room,Couples
Resort Hotel,1,2016,March,19,2,0,0,PRT,D,D,0,No Deposit,240,,0,Transient,70.17,0,1,Canceled,3/2/2016,Anthony Perez,Desired Room,Couples
Resort Hotel,1,2016,March,20,1,0,0,PRT,A,A,0,No Deposit,,174,0,Transient,40,0,0,Canceled,3/19/2016,Jacob Harmon,Desired Room,Family
Resort Hotel,1,2016,March,20,2,0,0,ESP,E,E,0,No Deposit,240,,0,Transient,68,0,0,Canceled,3/14/2016,Chelsea Thomas,Desired Room,Couples
Resort Hotel,1,2016,March,20,2,0,0,PRT,A,A,1,No Deposit,240,,0,Transient,60,0,2,Canceled,2/29/2016,Jonathan Moody,Desired Room,Couples
Resort Hotel,1,2016,March,20,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,60,0,2,Canceled,2/29/2016,Brian Garcia,Desired Room,Couples
Resort Hotel,1,2016,March,20,3,1,0,PRT,H,H,0,No Deposit,240,,0,Transient,96,0,0,Canceled,2/15/2016,Michael Dean,Desired Room,Family
Resort Hotel,1,2016,March,20,2,0,0,PRT,A,A,0,No Deposit,327,,0,Transient,29,0,0,Canceled,3/1/2016,Jonathan Waller,Desired Room,Couples
Resort Hotel,1,2016,March,20,2,2,0,PRT,C,C,0,No Deposit,242,,0,Transient,71.28,0,1,Canceled,3/15/2016,Stephen White,Desired Room,Family
Resort Hotel,1,2016,March,20,3,1,0,PRT,H,H,0,No Deposit,240,,0,Transient,110.6,0,0,Canceled,12/18/2015,Melissa Lawrence,Desired Room,Family
Resort Hotel,1,2016,March,20,3,1,0,PRT,H,H,0,No Deposit,240,,0,Transient,106.4,0,0,Canceled,3/7/2016,Jessica Phillips,Desired Room,Family
Resort Hotel,1,2016,March,20,2,1,0,PRT,A,A,2,No Deposit,387,,0,Transient,105,0,0,Canceled,3/9/2016,Eric Rodriguez,Desired Room,Family
Resort Hotel,1,2016,March,20,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,40.11,0,2,Canceled,9/1/2015,Jose Thomas,Desired Room,Couples
Resort Hotel,1,2016,March,20,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,40.11,0,1,Canceled,9/1/2015,Richard Jacobs,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,A,A,1,No Deposit,240,,0,Transient,48,0,1,Canceled,1/4/2016,Sarah Fisher,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,A,A,1,No Deposit,240,,0,Transient,60,0,0,Canceled,2/22/2016,Shirley Ward,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,77.25,0,0,Canceled,3/8/2016,Ronald Adams,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,D,D,0,No Deposit,,,0,Transient,0,0,1,Canceled,3/21/2016,Angelica Baker,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,D,D,0,No Deposit,,,0,Transient,0,0,1,Canceled,3/21/2016,Phillip Melton,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,E,E,0,No Deposit,241,,0,Transient,55.63,0,1,Canceled,3/3/2016,Gina Doyle,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,D,D,0,No Deposit,240,,0,Transient,67.25,0,0,Canceled,3/8/2016,John Jackson,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,D,D,1,No Deposit,240,,0,Transient,96.8,0,0,Canceled,3/5/2016,Todd Bonilla,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,D,D,0,No Deposit,240,,0,Transient,96.8,0,0,Canceled,3/5/2016,Renee Hughes,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,D,D,0,No Deposit,171,,0,Transient,37,0,0,Canceled,1/16/2016,Linda Gilbert,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,42.69,0,0,Canceled,9/1/2015,Tyler Copeland,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,42.69,0,1,Canceled,8/31/2015,Lauren Jackson,Desired Room,Couples
Resort Hotel,1,2016,March,21,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,42.69,0,0,Canceled,9/1/2015,Deborah Brown,Desired Room,Couples
Resort Hotel,1,2016,March,22,2,0,0,ESP,A,A,0,No Deposit,240,,0,Transient,48,0,0,Canceled,3/7/2016,Barbara Hampton,Desired Room,Couples
Resort Hotel,1,2016,March,22,2,0,0,ESP,A,A,0,No Deposit,240,,0,Transient,48,0,0,Canceled,3/20/2016,Brandy Walton,Desired Room,Couples
Resort Hotel,1,2016,March,22,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,70.4,0,2,Canceled,8/15/2015,Kristen Davis,Desired Room,Couples
Resort Hotel,1,2016,March,22,2,0,0,PRT,D,D,0,No Deposit,240,,0,Transient,61.67,0,1,Canceled,1/6/2016,Jessica Jackson,Desired Room,Couples
Resort Hotel,1,2016,March,22,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,70.4,0,2,Canceled,8/15/2015,Christopher Owen,Desired Room,Couples
Resort Hotel,1,2016,March,22,2,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,70.4,0,2,Canceled,8/15/2015,Timothy Thomas,Desired Room,Couples
Resort Hotel,1,2016,March,22,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,110.2,0,1,Canceled,2/24/2016,Cynthia Townsend,Desired Room,Couples
Resort Hotel,1,2016,March,22,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,83.4,0,1,Canceled,2/13/2016,Ashley Sanders,Desired Room,Couples
Resort Hotel,1,2016,March,23,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,87.75,0,2,Canceled,2/12/2016,Austin Molina,Desired Room,Couples
Resort Hotel,1,2016,March,23,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,114,0,0,Canceled,3/1/2016,Jeremy Osborne,Desired Room,Couples
Resort Hotel,1,2016,March,23,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,87.75,0,2,Canceled,2/12/2016,Sarah Short,Desired Room,Couples
Resort Hotel,1,2016,March,23,2,0,0,PRT,D,D,1,No Deposit,242,,0,Transient,85.75,0,0,Canceled,3/14/2016,Brandon Mason,Desired Room,Couples
Resort Hotel,1,2016,March,23,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,76.5,0,0,Canceled,2/15/2016,Megan Simmons,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,ESP,A,A,0,No Deposit,240,,0,Transient,85,0,1,No-Show,3/24/2016,Paige Andrade,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,D,D,0,No Deposit,240,,0,Transient,73,0,2,Canceled,3/10/2016,Paul Mckay,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,77.4,0,1,Canceled,12/20/2015,Joshua Bailey,Desired Room,Couples
Resort Hotel,1,2016,March,24,3,0,0,PRT,D,D,1,No Deposit,314,,0,Transient,81,0,0,Canceled,3/17/2016,Stacy Hale,Desired Room,Family
Resort Hotel,1,2016,March,24,3,1,0,PRT,H,H,0,No Deposit,240,,0,Transient,125,0,0,Canceled,2/26/2016,Christopher Dawson,Desired Room,Family
Resort Hotel,1,2016,March,24,1,0,0,PRT,A,A,0,No Deposit,240,,0,Transient,42.3,0,2,Canceled,12/19/2015,Richard Ritter,Desired Room,Family
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,1,No Deposit,,,0,Transient-Party,46,0,0,Canceled,11/9/2015,Bonnie Stone,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,1,0,PRT,C,C,0,No Deposit,314,,0,Transient,91,0,0,Canceled,3/14/2016,Martha Lamb,Desired Room,Family
Resort Hotel,1,2016,March,24,2,2,0,PRT,G,G,0,No Deposit,240,,0,Transient,115,0,0,Canceled,1/27/2016,Hannah Nichols,Desired Room,Family
Resort Hotel,1,2016,March,24,2,2,0,PRT,C,C,0,No Deposit,242,,0,Transient,95,0,1,Canceled,1/28/2016,Phillip Chung,Desired Room,Family
Resort Hotel,1,2016,March,24,2,0,0,PRT,E,E,0,No Deposit,240,,0,Transient,95,0,1,Canceled,1/30/2016,John Le,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,ESP,A,A,0,No Deposit,387,,0,Transient-Party,84,0,0,Canceled,3/21/2016,Laura Gomez,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,D,D,0,No Deposit,250,,0,Transient,92,0,0,Canceled,3/23/2016,Dr. Sean Huerta MD,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,2,0,PRT,G,G,0,No Deposit,250,,0,Transient,110,0,0,Canceled,2/3/2016,Michael Gonzalez,Desired Room,Family
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,No Deposit,387,,0,Transient-Party,21,0,0,Canceled,3/21/2016,Richard Tran,Desired Room,Couples
Resort Hotel,1,2016,March,24,3,0,0,PRT,D,D,1,No Deposit,314,,0,Transient,81,0,0,Canceled,3/17/2016,Karen Vargas,Desired Room,Family
Resort Hotel,1,2016,March,24,2,2,0,PRT,G,G,0,No Deposit,240,,0,Transient,115,0,0,Canceled,1/29/2016,Nathan Bailey,Desired Room,Family
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,1,No Deposit,,,0,Transient-Party,46,0,0,Canceled,11/9/2015,Chase Fowler,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,No Deposit,,,0,Transient-Party,38,0,0,Canceled,11/9/2015,Bruce Kemp,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Allen Gross,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Aaron Watson,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Geoffrey Allen,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Carla Patterson,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Amber Pearson,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Austin Stevenson,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,D,D,0,No Deposit,240,,0,Transient,102.75,0,1,Canceled,3/2/2016,Nancy Watts,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Adam Warren,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Raymond Nelson,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Andrea Kelly,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Joseph Fuller,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Jacob Evans,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Mark Serrano,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Brooke Williams,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Steven Poole,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,No Deposit,314,,0,Transient,70.8,0,1,Canceled,3/14/2016,Crystal Jones,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Julia Brown MD,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Felicia Bright,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Susan Deleon,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Katelyn Haynes,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Kathryn Johnson,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Christian Romero,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,D,D,0,No Deposit,240,,0,Transient,108.75,0,1,Canceled,3/19/2016,Randy Martin,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,David Freeman,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Joseph Lynch,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Melissa Johnson,Desired Room,Couples
Resort Hotel,1,2016,March,24,2,0,0,PRT,A,A,0,Non Refund,68,,0,Transient,84,0,0,Canceled,1/22/2016,Mary Grant,Desired Room,Couples
